question,tag,shopid,brand,cid3,sku,answer,cat1,cat2,profession,source
其他款不要,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
1.5到现在怎么还没货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
啥时候补货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
啥时候,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
能不能帮忙调下货呀,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
没货就没办法了,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
我还是等到货吧反正不急,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
我怎么操作以旧换新呢,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
以旧换新怎么搞,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
也可以回收旧空调是嘛,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
你们有回收旧的吗,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
不是有以旧回收吗,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
只要是买了新空调我旧的怎么办,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
也是你们回收的吗,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
想咨询一下 购买美的空调 安装人员会对旧的空调进行回收吗,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
我要买空调 旧的需要你们回收,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
我要回收旧空调,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
我买完新空调后 送到货 然后点以旧换新 你们会把旧的带走 直接给安上新的吗,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
旧机你们怎么回收,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
有旧机怎么回收,旧机能机能回收,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机，下单成功后，点我的订单，在左侧有一个我的回收单，点关联就可以了哦,,,,silicon_valley
空调静音吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
静音的外机声音大不,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
噪音大不,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
噪音如何,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
哪个噪音更小一些,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
噪音怎么样 大吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
噪音是多少的,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
还有个问题 噪音大吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
噪音都是一样的,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
静音都差不多是吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
空调声音大不大啊,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
静音吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
还有更静音的嘛,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
静音都差不多是吗,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
美丽的空调那噪音大不大,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
空调声音大不大,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
空调声音大不大啊,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
多少分贝噪音,外机声音,,美的,空调,,噪音：美的挂机静音18分贝，柜机22分贝（变频），23分贝（定频）,,,,silicon_valley
防直吹是干啥的呢,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹有什么用呢,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
什么叫防直吹,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹是什么技术,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹的好一些吧,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹到底是什么样的,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹咋实现呢,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹是啥,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
亲亲 防直吹是什么意思,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
防直吹是什么意思,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
一键防直吹是什么功能,Other,,美的,空调,,防直吹：一键开启防直吹后，自动调节风速、频率、导风角度，防止冷/热风直吹人；创新的出风口切角设计，相对普通挂机，防直吹效果更好~,,,,silicon_valley
售后服务呢,售后,,美的,空调,,亲，请关注“美的服务”公众号，使用手机进行报装或者报修哦，美的售后师傅会在24小时内电话与您联系预约时间呢，既方便又快捷。 1.微信关注【美的服务】或者扫一扫下方二维码关注； 2.成功关注后，点击左下角【服务请求】服务； 3.选择【安装维修】； 4.填写相关信息，美的售后师傅通常会在24小时内电话 联系您，并帮您处理问题。 注意：如果24小时内售后师傅没有联系您，一定要联系 我们帮您协助处理哈,,,,silicon_valley
请问光线感应是什么意思,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
光线感应是干嘛的,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
智能光线感应什么意思,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
光敏感应是什么意思,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
光线感应,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
光敏传感呢,智能光敏光敏传感,,美的,空调,,7秒光感是光敏传感自动感知，晚上关灯后，显示屏自动关闭，营造舒适睡眠环境~,,,,silicon_valley
